customer_id,region,CPI,Severity,CRS,final_score,action,reason,proposed_text,estimated_action_cost_usd
C010205,metro_north,0,64,0.86,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017762,suburb_east,0,66,0.83,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C008787,urban_east,0,68,0.8,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005140,rural_south,0,66,0.83,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009204,urban_east,0,68,0.8,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014791,urban_east,0,64,0.86,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009785,urban_west,0,62,0.89,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009542,metro_south,0,62,0.89,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018755,suburb_east,0,62,0.89,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019581,suburb_east,0,68,0.8,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012483,metro_south,0,62,0.89,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010379,suburb_east,0,68,0.8,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016638,metro_north,0,64,0.86,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011893,metro_north,0,66,0.83,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002514,urban_east,0,66,0.83,36.4,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010816,urban_west,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000937,metro_north,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015663,urban_east,0,65,0.84,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017726,rural_south,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019526,suburb_east,0,67,0.81,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007801,metro_north,0,61,0.9,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015510,metro_north,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014278,urban_east,0,67,0.81,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000163,urban_west,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017271,urban_east,0,67,0.81,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016919,rural_south,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003292,rural_north,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013135,urban_west,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016485,urban_east,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003413,metro_north,0,65,0.84,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005545,urban_west,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009186,suburb_east,0,67,0.81,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000059,metro_north,0,63,0.87,36.3,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019187,suburb_east,0,64,0.85,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012686,rural_south,0,62,0.88,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016139,rural_south,0,68,0.79,36.2,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C013404,urban_east,0,68,0.79,36.2,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C003711,metro_north,0,62,0.88,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003424,metro_north,0,62,0.88,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016173,rural_north,0,68,0.79,36.2,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C008701,rural_south,0,64,0.85,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011023,rural_north,0,64,0.85,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011839,metro_north,0,66,0.82,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015593,suburb_east,0,66,0.82,36.2,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010628,urban_east,0,69,0.77,36.1,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C003694,metro_south,0,61,0.89,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C016549,urban_east,0,63,0.86,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C005907,urban_east,0,63,0.86,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C017539,rural_south,0,61,0.89,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C004281,metro_north,0,65,0.83,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000650,urban_east,0,65,0.83,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C014903,metro_north,0,67,0.8,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015214,metro_north,0,63,0.86,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015462,suburb_east,0,67,0.8,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009944,urban_west,0,61,0.89,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019694,urban_east,0,67,0.8,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C010377,metro_north,0,63,0.86,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000812,suburb_east,0,63,0.86,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C015492,metro_north,0,61,0.89,36.1,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C009189,rural_south,0,69,0.77,36.1,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C012152,urban_east,0,60,0.9,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C002972,metro_north,0,62,0.87,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C013244,suburb_east,0,62,0.87,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C006700,metro_south,0,60,0.9,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C011769,metro_north,0,60,0.9,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C008241,suburb_east,0,68,0.78,36.0,plan_review,Moderate risk; review options before committing credits.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",0
C013616,suburb_east,0,66,0.81,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C019582,urban_east,0,62,0.87,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C007725,rural_north,0,66,0.81,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C000557,metro_north,0,64,0.84,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C012992,urban_east,0,66,0.81,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C003531,metro_south,0,62,0.87,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
C018348,suburb_east,0,62,0.87,36.0,priority_callback,Service factors likely; review line or schedule investigation.,"We can review your plan and check your line where needed. Would you like us to schedule a priority callback? Credits, if any, are a one-time credit, subject to account review; availability can vary by account and region.",2
